AA,AA,223260,9827304,10273824
AA,KK,50371344,285228,61642944
AA,QQ,50134104,267804,61642944
AA,JJ,49896864,250380,61642944
AA,TT,49659624,232956,61642944
AA,99,49732704,224280,61642944
AA,88,49495464,207000,61642944
AA,77,49506984,207468,61642944
AA,66,49483368,226044,61642944
AA,55,49734612,254952,61642944
AA,44,49994892,276840,61642944
AA,33,50255172,301752,61642944
AA,22,50515452,330732,61642944
AA,AK,57028332,811116,61642944
AA,AQ,56764116,802416,61642944
AA,AJ,56499900,793716,61642944
AA,AT,56235684,785016,61642944
AA,A9,57381900,855900,61642944
AA,A8,57117684,847248,61642944
AA,A7,57118116,847404,61642944
AA,A6,57382164,584184,61642944
AA,A5,56237868,821352,61642944
AA,A4,56502948,831540,61642944
AA,A3,56768028,842736,61642944
AA,A2,57033108,855288,61642944
AA,KQ,107155296,502272,123285888
AA,KJ,106624656,484848,123285888
AA,KT,106094016,467424,123285888
AA,K9,106870320,456516,123285888
AA,K8,108449784,439236,123285888
AA,K7,107920656,422352,123285888
AA,K6,107886780,458280,123285888
AA,K5,108205740,504936,123285888
AA,K4,108738108,526824,123285888
AA,K3,109270476,551736,123285888
AA,K2,109802844,580716,123285888
AA,QJ,104469552,471888,123285888
AA,QT,103938912,454464,123285888
AA,Q9,104715216,443556,123285888
AA,Q8,106294680,426276,123285888
AA,Q7,107920008,422280,123285888
AA,Q6,107356140,440856,123285888
AA,Q5,107675100,487512,123285888
AA,Q4,108207468,509400,123285888
AA,Q3,108739836,534312,123285888
AA,Q2,109272204,563292,123285888
AA,JT,101783808,441504,123285888
AA,J9,102560112,430596,123285888
AA,J8,104139576,413316,123285888
AA,J7,105764904,409320,123285888
AA,J6,107355492,440784,123285888
AA,J5,107144460,470088,123285888
AA,J4,107676828,491976,123285888
AA,J3,108209196,516888,123285888
AA,J2,108741564,545868,123285888
AA,T9,100405008,417636,123285888
AA,T8,101984472,400356,123285888
AA,T7,103609800,396360,123285888
AA,T6,105200388,427824,123285888
AA,T5,107143812,470016,123285888
AA,T4,107146188,474552,123285888
AA,T3,107678556,499464,123285888
AA,T2,108210924,528444,123285888
AA,98,100626408,396144,123285888
AA,97,102251736,392148,123285888
AA,96,103842324,423612,123285888
AA,95,105785748,465804,123285888
AA,94,107942580,483228,123285888
AA,93,107944956,490788,123285888
AA,92,108477324,519768,123285888
AA,87,100096632,379332,123285888
AA,86,101687220,410796,123285888
AA,85,103630644,452988,123285888
AA,84,105787476,470412,123285888
AA,83,107944308,490860,123285888
AA,82,107946684,502488,123285888
AA,76,100063620,415728,123285888
AA,75,102007044,457920,123285888
AA,74,104163876,475344,123285888
AA,73,106320708,495792,123285888
AA,72,108477540,520308,123285888
AA,65,99996264,489672,123285888
AA,64,102153096,507096,123285888
AA,63,104309928,527544,123285888
AA,62,106466760,552060,123285888
AA,54,101824488,547272,123285888
AA,53,103981320,567720,123285888
AA,52,106138152,592236,123285888
AA,43,104513688,589608,123285888
AA,42,106670520,614124,123285888
AA,32,107202888,639036,123285888
AA,AKs,17924040,258036,20547648
AA,AQs,17843268,255780,20547648
AA,AJs,17762496,253524,20547648
AA,ATs,17681724,251268,20547648
AA,A9s,18035820,269880,20547648
AA,A8s,17955048,267624,20547648
AA,A7s,17955192,267624,20547648
AA,A6s,18036252,186720,20547648
AA,A5s,17682444,261888,20547648
AA,A4s,17763504,264144,20547648
AA,A3s,17844564,266400,20547648
AA,A2s,17925624,268656,20547648
AA,KQs,33996732,171900,41095296
AA,KJs,33832824,167376,41095296
AA,KTs,33668916,162852,41095296
AA,K9s,33916752,160272,41095296
AA,K8s,34408200,155748,41095296
AA,K7s,34244292,151224,41095296
AA,K6s,34234056,161748,41095296
AA,K5s,34333224,174912,41095296
AA,K4s,34497708,179436,41095296
AA,K3s,34662192,183960,41095296
AA,K2s,34826676,188484,41095296
AA,QJs,33159252,163524,41095296
AA,QTs,32995344,159000,41095296
AA,Q9s,33243180,156420,41095296
AA,Q8s,33734628,151896,41095296
AA,Q7s,34244580,151224,41095296
AA,Q6s,34070148,157224,41095296
AA,Q5s,34169316,170388,41095296
AA,Q4s,34333800,174912,41095296
AA,Q3s,34498284,179436,41095296
AA,Q2s,34662768,183960,41095296
AA,JTs,32321772,155148,41095296
AA,J9s,32569608,152568,41095296
AA,J8s,33061056,148044,41095296
AA,J7s,33571008,147372,41095296
AA,J6s,34070436,157224,41095296
AA,J5s,34005408,165864,41095296
AA,J4s,34169892,170388,41095296
AA,J3s,34334376,174912,41095296
AA,J2s,34498860,179436,41095296
